filename	factorName	cellLine	pos	whm.	whm..1	delta	height	height_norm	avg	bgr	sig_to_noise
eGFP-NR2C2-human_K562_ENCFF504GNL-flat80-peaklist.text	NR2C2	K562	235	170	285	115	4.35198616009	4.18396699714	3.42670578261	1.653270344	5.91197980247
eGFP-NR2C2-human_K562_ENCFF504GNL-flat80-peaklist.text	NR2C2	K562	462	367	508	141	2.78275334354	2.61473418058	2.24913875428	1.14219176259	3.16280376857
eGFP-PATZ1-human_HEK293_ENCFF504QOK-flat80-peaklist.text	PATZ1	HEK293	502	214	733	519	1.16295037756	1.09042632147	0.678602066219	0.111585760518	5.17980791882
eGFP-PBX2-human_K562_ENCFF982QMD-flat80-peaklist.text	PBX2	K562	5534	5361	5693	332	1.21422157226	1.03883574138	0.733246198356	0.0460917230062	5.32681607285
eGFP-SCRT1-human_HEK293_ENCFF294YEJ-flat80-peaklist.text	SCRT1	HEK293	5384	5187	5571	384	3.5430328325	3.3239015396	2.18958446376	0.31095344092	19.197149498
eGFP-SCRT1-human_HEK293_ENCFF404ZII-flat80-peaklist.text	SCRT1	HEK293	5369	5181	5571	390	2.91327198405	2.69897746723	1.76723051857	0.28963875073	17.7658631975
eGFP-SCRT1-human_HEK293_ENCFF931UNE-flat80-peaklist.text	SCRT1	HEK293	5369	5177	5582	405	3.02638899416	2.84177568792	1.77614259388	0.293305501898	18.0374211734
eGFP-SCRT1-human_HEK293_ENCFF953SZP-flat80-peaklist.text	SCRT1	HEK293	5384	5182	5574	392	3.46482710927	3.24377169202	2.14728713763	0.286048870447	16.9565112809
eGFP-SCRT2-human_HEK293_ENCFF195ZCG-flat80-peaklist.text	SCRT2	HEK293	5384	5173	5594	421	5.98864273909	5.69421497205	3.70040281783	0.303768579395	42.5716721832
eGFP-SCRT2-human_HEK293_ENCFF479EEH-flat80-peaklist.text	SCRT2	HEK293	5369	5174	5582	408	7.13051170912	6.90250899831	4.44318804333	0.527526950794	35.0098634172
eGFP-SCRT2-human_HEK293_ENCFF835INE-flat80-peaklist.text	SCRT2	HEK293	5382	5174	5585	411	7.26279369699	7.0640554927	4.53518997373	0.469981315829	42.8575967944
eGFP-TAF7-human_K562_ENCFF348ZJL-flat80-peaklist.text	TAF7	K562	268	23	515	492	1.144367181	1.05939174659	0.909239023444	0.0332224088405	4.69553806741
eGFP-YY2-human_HEK293_ENCFF406IXK-flat80-peaklist.text	YY2	HEK293	442	273	560	287	1.37010363943	1.24064034707	1.00349142029	0.350843576765	4.7078095243
eGFP-YY2-human_HEK293_ENCFF915OVA-flat80-peaklist.text	YY2	HEK293	442	151	572	421	1.34275027503	1.27384862486	0.871242993968	0.118778877888	6.6802454118
eGFP-ZBTB17-human_HEK293_ENCFF190XJZ-flat80-peaklist.text	ZBTB17	HEK293	459	75	593	518	2.54132993414	2.43651752709	1.86100401444	0.584881028256	7.92426782419
eGFP-ZBTB17-human_HEK293_ENCFF326PST-flat80-peaklist.text	ZBTB17	HEK293	459	75	603	528	2.49473363775	2.38116112198	1.81906408108	0.590018482279	7.43153716026
eGFP-ZBTB17-human_HEK293_ENCFF909ITL-flat80-peaklist.text	ZBTB17	HEK293	429	191	589	398	1.88213471955	1.82444853027	1.30841276983	0.234733028394	9.98242451844
eGFP-ZBTB17-human_HEK293_ENCFF927MKU-flat80-peaklist.text	ZBTB17	HEK293	430	191	589	398	1.66158459115	1.58813973883	1.16569316066	0.229861624205	8.54385562121
eGFP-ZBTB26-human_HEK293_ENCFF145MJZ-flat80-peaklist.text	ZBTB26	HEK293	176	75	308	233	1.52173109687	1.41338770584	1.1380291771	0.439243905189	6.96587109751
eGFP-ZBTB26-human_HEK293_ENCFF303NQL-flat80-peaklist.text	ZBTB26	HEK293	193	81	323	242	1.22256602805	1.19030667822	0.97877683709	0.463026218671	4.08763147085
eGFP-ZBTB26-human_HEK293_ENCFF410UHW-flat80-peaklist.text	ZBTB26	HEK293	188	75	316	241	1.32968007855	1.29147777587	1.01424840467	0.411894604999	5.29291314319
eGFP-ZBTB26-human_HEK293_ENCFF981LQE-flat80-peaklist.text	ZBTB26	HEK293	176	77	310	233	1.34334605025	1.23781184669	1.01557591256	0.407619123654	6.367962626
eGFP-ZBTB48-human_HEK293_ENCFF049GME-flat80-peaklist.text	ZBTB48	HEK293	214	47	464	417	1.61108146567	1.53789309854	1.07842018019	0.167086945016	8.07279799894
eGFP-ZBTB48-human_HEK293_ENCFF390ACA-flat80-peaklist.text	ZBTB48	HEK293	214	53	466	413	1.71711861737	1.65294276246	1.15968400352	0.18129793062	7.90266478054
eGFP-ZBTB48-human_HEK293_ENCFF408WCC-flat80-peaklist.text	ZBTB48	HEK293	214	44	421	377	1.34641638442	1.2550332036	0.906342239562	0.0666235626896	7.68350354658
eGFP-ZBTB48-human_HEK293_ENCFF583MUL-flat80-peaklist.text	ZBTB48	HEK293	214	45	422	377	1.4017027321	1.34800097926	0.933704331593	0.0603632172125	7.85790904122
eGFP-ZBTB8A-human_HEK293_ENCFF311KDI-flat80-peaklist.text	ZBTB8A	HEK293	360	75	598	523	1.21396253864	1.12392289507	0.930912386569	0.181923076923	5.61489889914
eGFP-ZBTB8A-human_HEK293_ENCFF869WZQ-flat80-peaklist.text	ZBTB8A	HEK293	445	75	606	531	1.28592592593	1.23874074074	0.968048593706	0.138888888889	4.87787402425
eGFP-ZEB2-human_HEK293_ENCFF116PTI-flat80-peaklist.text	ZEB2	HEK293	394	58	602	544	1.71419988446	1.67160323512	1.25927537246	0.133548045446	7.13913550446
eGFP-ZEB2-human_HEK293_ENCFF230OUZ-flat80-peaklist.text	ZEB2	HEK293	442	75	598	523	1.60882143526	1.53122731872	1.21763202159	0.177835862844	7.07221084795
eGFP-ZEB2-human_HEK293_ENCFF795PDI-flat80-peaklist.text	ZEB2	HEK293	421	75	597	522	1.64541305604	1.57913306374	1.24119233164	0.164421336414	5.9136309883
eGFP-ZEB2-human_HEK293_ENCFF874UGA-flat80-peaklist.text	ZEB2	HEK293	442	79	604	525	1.65709401709	1.55804786325	1.22785414839	0.17188034188	6.72729523695
eGFP-ZFHX2-human_HEK293_ENCFF018KGA-flat80-peaklist.text	ZFHX2	HEK293	383	88	554	466	2.45449941696	2.34486971514	1.44403657557	0.0440712976845	13.550757323
eGFP-ZFHX2-human_HEK293_ENCFF109BRV-flat80-peaklist.text	ZFHX2	HEK293	370	93	567	474	3.91528171231	3.87506798867	2.38257123072	0.0995672017627	17.5943817695
eGFP-ZFHX2-human_HEK293_ENCFF351NUJ-flat80-peaklist.text	ZFHX2	HEK293	370	96	562	466	3.78097222222	3.756625	2.2745592434	0.114236111111	17.3590270571
eGFP-ZFHX2-human_HEK293_ENCFF365SJA-flat80-peaklist.text	ZFHX2	HEK293	376	88	557	469	2.46707596254	2.43420246271	1.52273820119	0.0838969823101	14.1736561876
eGFP-ZFP69B-human_HEK293_ENCFF098OYR-flat80-peaklist.text	ZFP69B	HEK293	501	319	623	304	2.51596151408	2.40370328799	1.52216478146	-0.086288165949	17.8958138196
eGFP-ZFP69B-human_HEK293_ENCFF196QPD-flat80-peaklist.text	ZFP69B	HEK293	501	284	608	324	1.78337043126	1.60292991646	0.990661843689	-0.113137943775	13.9738425894
eGFP-ZFP69B-human_HEK293_ENCFF235GWZ-flat80-peaklist.text	ZFP69B	HEK293	501	324	633	309	2.44321854285	2.31684795271	1.50879209484	-0.140101011619	15.579087107
eGFP-ZFP69B-human_HEK293_ENCFF492CAQ-flat80-peaklist.text	ZFP69B	HEK293	501	324	612	288	1.78330851232	1.58162909699	1.07924461797	-0.113217290033	10.8954332843
eGFP-ZIC2-human_HEK293_ENCFF094DVW-flat80-peaklist.text	ZIC2	HEK293	676	333	828	495	1.39042983203	1.37456706294	0.919359506942	0.00752952871806	8.0679600589
eGFP-ZIC2-human_HEK293_ENCFF678RQY-flat80-peaklist.text	ZIC2	HEK293	676	337	839	502	1.42182932685	1.36667584639	0.949527697178	0.000101996900289	7.94202741194
eGFP-ZNF146-human_HEK293_ENCFF652WXQ-flat80-peaklist.text	ZNF146	HEK293	5701	5528	5850	322	14.6381994518	14.2936956357	10.2766504981	0.160572422517	76.9905460673
eGFP-ZNF146-human_HEK293_ENCFF830UTZ-flat80-peaklist.text	ZNF146	HEK293	5689	5527	5850	323	15.770917226	15.494049217	11.1187144981	0.14072334079	80.6387355427
eGFP-ZNF146-human_HEK293_ENCFF898DVS-flat80-peaklist.text	ZNF146	HEK293	5689	5524	5849	325	14.552265861	14.2608435045	10.231189317	0.046950318899	83.6195472228
eGFP-ZNF146-human_HEK293_ENCFF912YSO-flat80-peaklist.text	ZNF146	HEK293	5701	5528	5847	319	13.8365194922	13.5132128075	9.55201717855	0.0836400404449	74.109466656
eGFP-ZNF18-human_HEK293_ENCFF200ANM-flat80-peaklist.text	ZNF18	HEK293	5793	5593	6004	411	1.35308228731	1.25493709902	0.720834879239	-0.0976545792655	8.09123103662
eGFP-ZNF18-human_HEK293_ENCFF509YPB-flat80-peaklist.text	ZNF18	HEK293	5793	5594	6003	409	1.44148359486	1.28552391821	0.785826709037	-0.0823815184657	8.16312587813
eGFP-ZNF280D-human_HEK293_ENCFF416JDH-flat80-peaklist.text	ZNF280D	HEK293	4630	4460	4849	389	1.33434148434	1.010001716	0.881436161436	0.0266194766195	5.43844984487
eGFP-ZNF280D-human_HEK293_ENCFF416JDH-flat80-peaklist.text	ZNF280D	HEK293	5703	5511	5863	352	3.15681681682	2.83247704848	2.26015510857	0.079836979837	13.6227023631
eGFP-ZNF280D-human_HEK293_ENCFF522UGR-flat80-peaklist.text	ZNF280D	HEK293	5739	5512	5862	350	3.12673406048	2.82235328545	2.26406305651	0.0709590316574	15.6846597957
eGFP-ZNF280D-human_HEK293_ENCFF591RNC-flat80-peaklist.text	ZNF280D	HEK293	5740	5514	5862	348	3.19552704116	2.84107157114	2.29263721704	0.0990927668473	13.7489517286
eGFP-ZNF280D-human_HEK293_ENCFF982UDS-flat80-peaklist.text	ZNF280D	HEK293	5689	5514	5862	348	3.13974873029	2.80105346164	2.26609080769	0.0775256170364	14.8296925336
eGFP-ZNF335-human_HEK293_ENCFF046YUV-flat80-peaklist.text	ZNF335	HEK293	254	44	426	382	2.12837846542	1.93856633659	1.40590332003	-0.0595462117091	11.6999453367
eGFP-ZNF335-human_HEK293_ENCFF257MMT-flat80-peaklist.text	ZNF335	HEK293	270	47	444	397	1.72566418906	1.67113327616	1.15176894574	0.0281322660568	8.339004772
eGFP-ZNF335-human_HEK293_ENCFF501CQM-flat80-peaklist.text	ZNF335	HEK293	254	45	424	379	1.81707771417	1.67838556321	1.17629458774	-0.076999126807	11.0310456322
eGFP-ZNF335-human_HEK293_ENCFF775UJK-flat80-peaklist.text	ZNF335	HEK293	252	45	439	394	1.87357224118	1.80725976488	1.27567481267	0.0306712172924	9.74715772578
eGFP-ZNF341-human_HEK293_ENCFF012WDB-flat80-peaklist.text	ZNF341	HEK293	88	44	132	88	1.36061302682	1.27836398467	1.1532898532	0.682011494253	2.39998633278
eGFP-ZNF341-human_HEK293_ENCFF012WDB-flat80-peaklist.text	ZNF341	HEK293	364	341	499	158	1.48091954023	1.39867049808	1.32081423649	0.806475095785	2.75385415845
eGFP-ZNF341-human_HEK293_ENCFF653XKX-flat80-peaklist.text	ZNF341	HEK293	97	44	137	93	1.51136023231	1.46348567935	1.27928278069	0.762817514901	2.97092991986
eGFP-ZNF341-human_HEK293_ENCFF653XKX-flat80-peaklist.text	ZNF341	HEK293	253	181	333	152	1.61505272811	1.56717817515	1.50276054138	1.30725202506	1.45837577942
eGFP-ZNF341-human_HEK293_ENCFF653XKX-flat80-peaklist.text	ZNF341	HEK293	364	337	499	162	1.52579550665	1.47792095369	1.35369248642	0.833091089714	3.33016424623
eGFP-ZNF341-human_HEK293_ENCFF770AZF-flat80-peaklist.text	ZNF341	HEK293	235	131	483	352	1.28761839648	1.14402372932	1.00105500554	0.369377834845	3.68617955581
eGFP-ZNF362-human_HEK293_ENCFF185JWO-flat80-peaklist.text	ZNF362	HEK293	5960	5878	6021	143	1.93176118426	1.78227330341	1.44981660253	0.377322774584	9.26789486794
eGFP-ZNF362-human_HEK293_ENCFF486MUN-flat80-peaklist.text	ZNF362	HEK293	5960	5850	6032	182	1.52662539434	1.28283166109	0.994105582859	0.0444151901136	10.9961810336
eGFP-ZNF362-human_HEK293_ENCFF632HMY-flat80-peaklist.text	ZNF362	HEK293	5960	5777	6025	248	1.87341930886	1.75809366634	1.09528538026	0.212290948171	12.4603336112
eGFP-ZNF362-human_HEK293_ENCFF881OJW-flat80-peaklist.text	ZNF362	HEK293	5961	5845	6029	184	1.53972760701	1.35534671453	0.990842147379	0.0573418318646	10.0019413113
eGFP-ZNF580-human_HEK293_ENCFF548KWC-flat80-peaklist.text	ZNF580	HEK293	5742	5520	5846	326	4.71659691081	4.49042027902	3.55581886943	0.38951918286	22.1736322183
eGFP-ZNF580-human_HEK293_ENCFF563CEZ-flat80-peaklist.text	ZNF580	HEK293	5737	5522	5842	320	4.39927246672	4.17097504783	3.42181730444	0.455210085757	24.4625912545
eGFP-ZNF580-human_HEK293_ENCFF699RNG-flat80-peaklist.text	ZNF580	HEK293	5740	5521	5846	325	4.52044416701	4.30168077342	3.50743194276	0.371113930225	21.4109333727
eGFP-ZNF580-human_HEK293_ENCFF971BTB-flat80-peaklist.text	ZNF580	HEK293	5743	5526	5848	322	5.0022278057	4.68241072027	3.82417809723	0.464729201563	21.2879354983
eGFP-ZNF692-human_HEK293_ENCFF145UFK-flat80-peaklist.text	ZNF692	HEK293	505	317	604	287	1.22013204374	1.05984726864	0.661818087561	-0.144339953773	8.95006858451
eGFP-ZNF692-human_HEK293_ENCFF192FDZ-flat80-peaklist.text	ZNF692	HEK293	514	251	654	403	1.59085533249	1.43302975507	0.86450427961	-0.119114932576	10.077709792
eGFP-ZNF692-human_HEK293_ENCFF339ZTR-flat80-peaklist.text	ZNF692	HEK293	504	317	619	302	1.27162093187	1.07129654735	0.667708795768	-0.172062624547	9.15896779745
eGFP-ZNF692-human_HEK293_ENCFF594BJW-flat80-peaklist.text	ZNF692	HEK293	518	275	634	359	1.77188439895	1.50340060153	1.05151004778	-0.0666476666343	7.03175122941
EGR1-human_GM12878_ENCFF749UGN-flat80-peaklist.text	EGR1	GM12878	5932	5909	5947	38	2.34784380859	1.2144183582	1.84250741514	0.728376946279	1.41453566713
EGR1-human_GM12878_ENCFF859ITQ-flat80-peaklist.text	EGR1	GM12878	5930	5767	5962	195	2.18908243473	1.11415412569	1.05824693902	-0.61154560177	1.68075393416
EGR1-human_H1-hESC_ENCFF310UUE-flat80-peaklist.text	EGR1	H1-hESC	381	284	492	208	2.92834230725	2.60170408982	1.75956882985	-0.181349524573	3.75201810973
EGR1-human_H1-hESC_ENCFF326PXU-flat80-peaklist.text	EGR1	H1-hESC	379	284	490	206	2.99939855654	2.68185645549	1.73268072498	-0.368641883377	3.19161648647
EGR1-human_H1-hESC_ENCFF387QYI-flat80-peaklist.text	EGR1	H1-hESC	380	261	511	250	5.74503968254	5.45491037219	3.0954178633	-0.207580733443	7.48190560285
EGR1-human_H1-hESC_ENCFF900GIN-flat80-peaklist.text	EGR1	H1-hESC	373	275	506	231	5.94285714286	5.63335960591	3.29108629183	-0.0211822660099	8.07699848859
EGR1-human_K562_ENCFF083SFE-flat80-peaklist.text	EGR1	K562	368	281	470	189	18.1464705882	17.6617941176	10.6486780186	0.198823529412	16.9308299977
EGR1-human_K562_ENCFF148LZI-flat80-peaklist.text	EGR1	K562	369	275	435	160	5.42546791444	5.06072526738	3.35167901153	0.166443850267	5.4271799113
EGR1-human_K562_ENCFF526BJV-flat80-peaklist.text	EGR1	K562	363	275	432	157	5.78727770178	5.40053351573	3.54582979792	0.339432284542	6.06214173977
EGR1-human_K562_ENCFF623RBS-flat80-peaklist.text	EGR1	K562	368	281	471	190	18.0364705882	17.5315941176	10.7686849399	0.225588235294	14.6578042275
EGR1-human_MCF-7_ENCFF000QMF-flat80-peaklist.text	EGR1	MCF-7	372	238	531	293	2.62150835684	2.3045092313	1.51447642034	0.278209506839	3.15909923178
ELF1-human_GM12878_ENCFF091DBX-flat80-peaklist.text	ELF1	GM12878	120	50	325	275	18.4365079365	17.981773399	13.6747196838	5.45552818829	6.27623262871
ELF1-human_GM12878_ENCFF091DBX-flat80-peaklist.text	ELF1	GM12878	476	371	504	133	18.1750136836	17.7202791461	14.6084683316	10.5897646415	4.6297946046
ELF1-human_GM12878_ENCFF091DBX-flat80-peaklist.text	ELF1	GM12878	716	566	815	249	13.9492337165	13.494499179	10.6458429119	5.12801039956	5.29148179375
ELF1-human_GM12878_ENCFF641VSS-flat80-peaklist.text	ELF1	GM12878	121	61	315	254	17.3140394089	16.6944718117	13.3626238235	6.16796661193	4.05133254332
ELF1-human_GM12878_ENCFF641VSS-flat80-peaklist.text	ELF1	GM12878	459	369	505	136	19.4530651341	18.8334975369	15.3254687394	10.3927203065	5.06715586252
ELF1-human_GM12878_ENCFF641VSS-flat80-peaklist.text	ELF1	GM12878	716	567	815	248	14.627805145	14.0082375479	10.9287654174	4.65414614122	4.25802578994
ELF1-human_HepG2_ENCFF386BYM-flat80-peaklist.text	ELF1	HepG2	466	374	533	159	2.49045026359	2.07329357877	1.44121699723	0.24358309567	3.45742430933
ELF1-human_HepG2_ENCFF420PHM-flat80-peaklist.text	ELF1	HepG2	458	367	588	221	1.67722878625	1.39855263158	0.998667034381	-0.151450053706	1.76793044073
ELF1-human_HepG2_ENCFF648SQX-flat80-peaklist.text	ELF1	HepG2	456	367	588	221	1.58565469984	1.32439669298	0.900559020215	-0.207526441233	2.18196389111
ELF1-human_HepG2_ENCFF912KZI-flat80-peaklist.text	ELF1	HepG2	471	371	577	206	2.31845328916	1.93039147304	1.37523673898	0.247569641222	2.42725006455
ELF1-human_K562_ENCFF174XBV-flat80-peaklist.text	ELF1	K562	478	394	586	192	4.25960154953	2.90059490869	3.17717942027	0.956613171002	1.96593660676
ELF1-human_K562_ENCFF236BRO-flat80-peaklist.text	ELF1	K562	105	59	247	188	5.41009615385	4.46130769231	3.80264041514	0.759134615385	1.38100366288
ELF1-human_K562_ENCFF236BRO-flat80-peaklist.text	ELF1	K562	432	345	569	224	11.5596153846	10.6108269231	6.27488247863	1.04567307692	3.86489766108
ELF1-human_K562_ENCFF236BRO-flat80-peaklist.text	ELF1	K562	5631	5595	5696	101	3.26346153846	2.31467307692	1.3112933635	-1.03557692308	1.82124504286
ELF1-human_K562_ENCFF591FHN-flat80-peaklist.text	ELF1	K562	459	392	597	205	4.25232936078	2.76774647887	2.95813672175	0.867605633803	1.98586908321
ELF1-human_K562_ENCFF622LEW-flat80-peaklist.text	ELF1	K562	432	338	503	165	11.4346153846	10.6617307692	6.92135947637	1.03774038462	3.50731411875
ELF1-human_MCF-7_ENCFF000QMJ-flat80-peaklist.text	ELF1	MCF-7	178	28	308	280	3.19942850339	2.86577271104	2.29655326702	0.783471246577	1.78292630241
ELF1-human_MCF-7_ENCFF000QMJ-flat80-peaklist.text	ELF1	MCF-7	475	367	572	205	5.33804619598	5.00439040362	3.8598423067	1.38863257531	3.33989540375
ELF1-human_MCF-7_ENCFF000QMK-flat80-peaklist.text	ELF1	MCF-7	468	377	607	230	2.79210935476	2.37551179062	1.58292640244	-0.0691727131381	4.40654385982
EP300-human_H1-hESC_ENCFF000AZO-flat80-peaklist.text	EP300	H1-hESC	447	345	609	264	4.54839031197	4.18793780524	2.57660663208	0.246636100867	3.10477617396
EP300-human_H1-hESC_ENCFF355OYT-flat80-peaklist.text	EP300	H1-hESC	457	366	580	214	2.40992258973	2.04783251232	1.44027952801	0.00650950035187	2.7387729937
EP300-human_H1-hESC_ENCFF375WBL-flat80-peaklist.text	EP300	H1-hESC	465	348	619	271	4.8157203984	4.50715580166	3.11626615157	-0.123961741757	6.10273586455
EP300-human_H1-hESC_ENCFF796GKK-flat80-peaklist.text	EP300	H1-hESC	466	348	581	233	2.58518062397	2.20827021757	1.44030097856	-0.216107348112	2.63526441331
EP300-human_H1-hESC_ENCFF887YAK-flat80-peaklist.text	EP300	H1-hESC	427	352	619	267	4.65833394603	4.31624843761	3.21756782041	0.0302551282994	5.72851685969
EP300-human_HepG2_ENCFF035CSV-flat80-peaklist.text	EP300	HepG2	466	367	605	238	2.14418811003	1.87341393079	1.07416754222	-0.247338065661	3.3534844318
EP300-human_HepG2_ENCFF561DCM-flat80-peaklist.text	EP300	HepG2	468	359	612	253	2.15267857143	1.83273469388	1.12355023702	-0.226275510204	2.95809438606
EP300-human_HepG2_ENCFF789FCX-flat80-peaklist.text	EP300	HepG2	468	394	560	166	1.36900499919	1.00385744235	0.849486899447	0.33038219642	1.50700427167
EP300-human_K562_ENCFF485ZPK-flat80-peaklist.text	EP300	K562	457	351	581	230	2.0543956044	1.67815384615	1.25527805528	0.266483516484	2.22058882066
EP300-human_K562_ENCFF566CML-flat80-peaklist.text	EP300	K562	458	360	579	219	1.90054945055	1.49704395604	1.28786963037	0.313186813187	1.88288841562
EP300-human_MCF-7_ENCFF000QPK-flat80-peaklist.text	EP300	MCF-7	475	401	591	190	1.32894736842	1.00947368421	0.769495728851	0.108552631579	1.76209533621
EP300-human_MCF-7_ENCFF000QPP-flat80-peaklist.text	EP300	MCF-7	467	381	606	225	1.47625823555	1.21508908035	0.965261752116	0.318038283108	1.45643789363
ESRRA-human_K562_ENCFF469LYX-flat80-peaklist.text	ESRRA	K562	270	175	440	265	1.20556517108	1.10764478764	0.838573934503	0.277459725736	3.47841681249
ETS1-human_induced_pluripotent_stem_cell_ENCFF263RQB-flat80-peaklist.text	ETS1	induced_pluripotent_stem_cell	438	396	522	126	1.37594773647	1.14377107103	1.07422571212	0.377235921973	1.48027369758
ETS1-human_induced_pluripotent_stem_cell_ENCFF338SEN-flat80-peaklist.text	ETS1	induced_pluripotent_stem_cell	446	389	593	204	1.39723502304	1.17681814959	0.841011576936	-0.045905707196	2.23671341964
ETS1-human_K562_ENCFF093QSS-flat80-peaklist.text	ETS1	K562	5903	5843	5978	135	1.76640271493	1.17635746606	0.578603273889	-0.768382352941	2.13307635171
ETS1-human_K562_ENCFF364BDB-flat80-peaklist.text	ETS1	K562	5890	5800	5956	156	2.94220846233	2.24664602683	1.46115898589	-0.37242002064	1.36379187856
ETS1-human_K562_ENCFF639FFA-flat80-peaklist.text	ETS1	K562	448	381	549	168	5.86004056795	5.11669878296	4.39837308112	2.21906693712	2.00218258071
ETS1-human_K562_ENCFF639FFA-flat80-peaklist.text	ETS1	K562	742	597	802	205	4.27434077079	3.5309989858	3.20558449359	0.869168356998	1.49868914853
ETS1-human_K562_ENCFF639FFA-flat80-peaklist.text	ETS1	K562	5889	5782	5957	175	2.89097363083	2.14763184584	1.34467776139	-0.482251521298	1.85867299075
ETS1-human_K562_ENCFF906ZOM-flat80-peaklist.text	ETS1	K562	5903	5866	5957	91	1.8158124636	1.13782760629	0.843829923274	-0.612550960978	2.05514728881
ETV4-human_HepG2_ENCFF549NZM-flat80-peaklist.text	ETV4	HepG2	475	364	606	242	2.0076033692	1.7370768882	1.22957735593	0.104790471374	2.77729817309
EZH2-human_astrocyte_ENCFF254DFD-flat80-peaklist.text	EZH2	astrocyte	5989	5936	6017	81	1.96926048565	1.29890562914	1.13121466645	0.0401766004415	2.25244634301
EZH2-human_H1-hESC_ENCFF108SKY-flat80-peaklist.text	EZH2	H1-hESC	224	198	281	83	1.68293057154	1.20635212888	1.17637404789	0.337706175681	1.68460508968
EZH2-human_H1-hESC_ENCFF108SNW-flat80-peaklist.text	EZH2	H1-hESC	224	193	283	90	1.61938831669	1.25011950625	1.13582172211	0.286657756113	1.61908975218
EZH2-human_HepG2_ENCFF258HKW-flat80-peaklist.text	EZH2	HepG2	5654	5632	5683	51	1.44821428571	1.098625	0.837624007937	-0.427083333333	2.45347920013
EZH2-human_HepG2_ENCFF723QHK-flat80-peaklist.text	EZH2	HepG2	5655	5591	5681	90	1.47188511327	1.13130461165	0.588071010705	-0.351334951456	2.47664824417
EZH2-human_mammary_epithelial_cell_ENCFF659WMR-flat80-peaklist.text	EZH2	mammary_epithelial_cell	5560	5438	5724	286	1.9679144385	1.21532976827	0.682165992783	-1.10739750446	1.65020236901
EZH2-human_mammary_epithelial_cell_ENCFF885JZK-flat80-peaklist.text	EZH2	mammary_epithelial_cell	5575	5415	5724	309	1.95227272727	1.20996363636	0.718633431085	-1.18863636364	1.5325218209
FLAG-ARID4B-human_HepG2_ENCFF342QDZ-flat80-peaklist.text	ARID4B	HepG2	489	369	619	250	2.81131921824	2.71191117514	1.96560783509	0.190648751357	5.98189224426
FLAG-ARID4B-human_HepG2_ENCFF549ISQ-flat80-peaklist.text	ARID4B	HepG2	481	360	610	250	1.59684063579	1.45473164997	1.14084729388	0.101397222698	4.013393388
FLAG-ARID4B-human_HepG2_ENCFF657FRU-flat80-peaklist.text	ARID4B	HepG2	489	367	619	252	2.89693015072	2.76426839972	1.98976385721	0.204719461232	5.77135493688
FLAG-ARID4B-human_HepG2_ENCFF735WDN-flat80-peaklist.text	ARID4B	HepG2	481	373	615	242	1.59222682855	1.45318092982	1.11984498949	0.209345079459	3.6100974343
FLAG-BCL6_isoform1-human_HepG2_ENCFF359SGD-flat80-peaklist.text	BCL6_isoform1	HepG2	488	375	605	230	1.9346942091	1.57989366973	1.30761105753	0.0806314831813	4.12410727953
FLAG-BCL6_isoform1-human_HepG2_ENCFF545AHU-flat80-peaklist.text	BCL6_isoform1	HepG2	467	379	606	227	1.39082800862	1.17626085102	0.919757201218	-0.00380658965743	2.86792028349
FLAG-BCL6_isoform1-human_HepG2_ENCFF706OKF-flat80-peaklist.text	BCL6_isoform1	HepG2	484	369	620	251	1.87873867191	1.5016071371	1.22540966812	0.0711476440804	3.57543197382
FLAG-BCL6_isoform1-human_HepG2_ENCFF923LAX-flat80-peaklist.text	BCL6_isoform1	HepG2	472	383	610	227	1.37192841196	1.16208351938	0.917536925063	0.0300333052739	2.65349143732
FLAG-CEBPA-human_HepG2_ENCFF032LGX-flat80-peaklist.text	CEBPA	HepG2	443	368	570	202	1.50809130429	1.3768423973	1.03460873463	0.0882674229945	3.08983111911
FLAG-CEBPA-human_HepG2_ENCFF032LGX-flat80-peaklist.text	CEBPA	HepG2	2248	2163	2333	170	1.92864591719	1.79739701019	1.18113628945	-0.21728242157	5.20201550873
FLAG-CEBPA-human_HepG2_ENCFF280VGH-flat80-peaklist.text	CEBPA	HepG2	454	358	563	205	1.52173806158	1.4033654969	0.980024142065	0.0842541945793	3.65605504763
FLAG-CEBPA-human_HepG2_ENCFF280VGH-flat80-peaklist.text	CEBPA	HepG2	2247	2168	2329	161	2.12526581034	2.00689324565	1.32989124785	-0.190314055682	6.25050150164
FLAG-CEBPA-human_HepG2_ENCFF305NTO-flat80-peaklist.text	CEBPA	HepG2	188	101	300	199	1.3290044677	1.16557583525	0.856583141988	0.180425766718	3.07286684562
FLAG-CEBPA-human_HepG2_ENCFF305NTO-flat80-peaklist.text	CEBPA	HepG2	452	381	563	182	2.56188035101	2.39845171855	1.73882011722	0.142008864207	6.25465924626
FLAG-CEBPA-human_HepG2_ENCFF305NTO-flat80-peaklist.text	CEBPA	HepG2	2246	2163	2333	170	3.6138302985	3.45040166604	2.34579476881	-0.153259998932	10.1071939376
FLAG-CEBPA-human_HepG2_ENCFF380VMK-flat80-peaklist.text	CEBPA	HepG2	188	89	272	183	1.39889074742	1.26104859583	0.91582617882	0.175063826041	2.87849536913
FLAG-CEBPA-human_HepG2_ENCFF380VMK-flat80-peaklist.text	CEBPA	HepG2	456	382	564	182	2.41851395369	2.2806718021	1.65841467034	0.127480412008	5.26885183002
